Fecha,PCE CYOY Index,CPI XYOY Index,IPC services - CSXHSPCY Index,Salarios - AHE YOY% Index,Unit Labor Cost - COSTNFR% Index,Nominas - NFP TCH Index,Tasa de desempleo - USURTOT  Index,ISM servicios - NAPMNMI  Index,ISM Manuf - NAPMPMI Index,ISM prices paid - NAPMNPRC Index,Ventas al detalle - RSTAXAGM Index,Viviendas nuevas - NHSLTOT Index,GDP Real YoY - EHGDUSY Index,Chicago Activity - CFNAI Index,Foreign holdings - FARBTRSE Index,Leading indicator - LEI YoY Index,Indice condiciones financieras - NFCIINDX Index,NFIB planes precios - SBOIPPNP Index,Estandares crédito - NFCIACRE Index,S&P 500 - SPX Index,Planned layoffs - CHALTOTL Index,Claims 4w - INJCJC Index,Expectativas consumidor - CONSEXP Index,M2 (money supply) - M2% YoY Index,Ordenes bienes exc aircraft - CGNOXAI% Index,Nuevos permisos de construcción - NHSPATOT Index,Optimismo de las empresas pequeñas - SBOITOTL Index,Planes de gasto empresas pequeñas - SBOICAPS Index,Morosidad tarjetas 30d - DELQUS30 Index,Nuevas órdenes (ISM) - NAPMNEWO Index,Respondents Tightening - SLDETIGT Index,US Budget Balance (% GDP) - EHBBUSY Index,USGG3M Index,USGG6M Index,USGG12M Index,USGG2Y Index,USGG3Y Index,USGG5YR Index,USGG10YR Index,USGG30YR Index,Tasa de Politica Monetaria - FDTR Index,FED sentiment - BIFIFEDA Index,2-Yr US Treasury Notes Net Non-Commercial Futures Positions - CBT42NCN Index
2/28/2013,0.0156013,0.02,0.0299,0.021,0.124,285,0.077,56.6,54.2,59.9,0.3,447,0.023,0.24,2956833,0.016,-0.6358449,22,-0.004182,1514.68,55356,342,70.2,0.073,-0.054,980,90.9,24,2.27,58.9,-7.4,-6.5,0.001014,0.001217,0.001522,0.002343,0.003431,0.007612,0.018756,0.030856,0.0025,-18.6,139976
3/31/2013,0.0148074,0.019,0.029,0.019,-0.077,142,0.075,55.9,51.9,55.6,-0.4,444,0.023,-0.27,2951067,0.009,-0.6579425,17,-0.004147,1569.19,49255,375,70.8,0.074,-0.004,936,90,23,2.17,52.3,-7.4,-6.5,0.00071,0.001014,0.001218,0.002421,0.003484,0.007644,0.018486,0.031023,0.0025,-18.6,151606
4/30/2013,0.0137706,0.017,0.025,0.021,-0.077,186,0.076,54.3,51,53.8,-0.4,441,0.023,-0.31,2944620,0.018,-0.7025125,17,-0.004094,1597.57,38121,331,67.8,0.071,0.032,1012,91.7,22,2.05,53,-19.1,-6.5,0.000456,0.000761,0.001015,0.002074,0.003058,0.00676,0.016717,0.028762,0.0025,-16.49,46631
5/31/2013,0.0139292,0.017,0.0241,0.021,-0.077,214,0.075,54.8,50.8,53,0.5,428,0.023,0.15,2972117,0.019,-0.6925466,15,-0.004129,1630.74,36398,346,75.8,0.07,0.021,1003,94,23,1.94,52.1,-19.1,-6.5,0.000253,0.000609,0.001269,0.002933,0.004851,0.010177,0.021282,0.032791,0.0025,-13.35,-17137
6/30/2013,0.0146365,0.016,0.0222,0.021,0.037,179,0.075,53.6,51.1,53.7,0,470,0.023,-0.15,2948486,0.023,-0.6174787,18,-0.003887,1606.28,39372,340,77.8,0.068,0.001,942,94,24,1.89,52,-19.1,-6.5,0.000304,0.000913,0.001421,0.003554,0.00647,0.013945,0.024857,0.034994,0.0025,-13.35,-9812
7/31/2013,0.0148796,0.017,0.0239,0.02,0.037,122,0.073,55.2,53.8,55.3,0.6,375,0.023,-0.53,2917987,0.026,-0.6607797,15,-0.00349,1685.73,37701,334,76.5,0.066,-0.048,997,94.4,25,1.88,56.4,-18.1,-6.5,0.000355,0.000659,0.001015,0.003089,0.005903,0.013782,0.025762,0.036353,0.0025,-9.28,45908
8/31/2013,0.0153325,0.018,0.0239,0.023,0.037,243,0.072,55.3,54,53.5,0,381,0.023,0.3,2929385,0.035,-0.6561428,18,-0.003528,1632.97,50462,325,73.7,0.064,-0.005,964,94,26,1.86,58,-18.1,-6.5,0.000203,0.000507,0.001116,0.003987,0.007807,0.016407,0.027839,0.036995,0.0025,-7.53,27715
9/30/2013,0.0152922,0.017,0.0235,0.021,-0.037,185,0.072,53.6,54.6,56.4,0.5,403,0.023,0.11,2931008,0.039,-0.6784535,20,-0.003492,1681.55,40289,319,67.8,0.062,0.009,1004,93.8,27,1.89,60.2,-18.1,-6.5,0.000051,0.000254,0.000862,0.003168,0.006105,0.013815,0.0261,0.036847,0.0025,-7.53,-19178
10/31/2013,0.0145482,0.017,0.0226,0.022,-0.037,220,0.072,53.9,54.6,56.2,0.4,444,0.023,-0.01,2955207,0.038,-0.7351157,19,-0.003424,1756.54,45730,347,62.5,0.067,-0.022,1044,91.5,24,1.89,57.4,-8.3,-6.5,0.000355,0.000811,0.000913,0.00305,0.005689,0.013294,0.025542,0.036386,0.0025,-11.17,-12820
11/30/2013,0.0151426,0.017,0.0231,0.022,-0.037,273,0.069,53.1,55.5,53.2,0.2,446,0.023,0.3,2986607,0.048,-0.7868567,20,-0.003438,1805.81,45314,312,66.8,0.061,0.056,1029,92.2,24,1.9,59.5,-8.3,-6.5,0.000558,0.000964,0.001167,0.002814,0.005449,0.013701,0.027445,0.038106,0.0025,-10.18,53090
12/31/2013,0.0154736,0.017,0.0206,0.019,-0.006,55,0.067,53.5,56.5,56.9,0.5,433,0.018,-0.15,3017924,0.047,-0.7990154,19,-0.003421,1848.36,30623,332,72.1,0.055,-0.016,1005,93.8,25,1.84,63.9,-8.3,-3.28,0.000659,0.000862,0.001116,0.003799,0.007645,0.017411,0.030282,0.039679,0.0025,-10.18,4165
1/31/2014,0.0145246,0.016,0.0194,0.02,-0.006,184,0.066,55.2,52.5,60,-0.7,443,0.018,-0.72,2982885,0.043,-0.7614137,19,-0.003361,1782.59,45107,331,71.2,0.059,0.011,976,94,23,1.83,54.6,-13.7,-3.28,0.000203,0.000507,0.000812,0.003277,0.006642,0.014902,0.02644,0.035985,0.0025,-7.34,-4179
2/28/2014,0.0139012,0.016,0.0186,0.023,-0.006,159,0.067,53.4,55,56.4,1.1,420,0.018,0.44,2970362,0.047,-0.7786246,22,-0.003368,1859.45,41835,319,72.7,0.063,-0.014,1039,91.6,24,1.84,58.6,-13.7,-3.28,0.000456,0.00071,0.001015,0.003169,0.006678,0.015016,0.026476,0.035822,0.0025,-7.98,9990
3/31/2014,0.0144742,0.017,0.0197,0.022,0.115,277,0.067,54.9,55.9,58.1,0.5,405,0.018,0.48,2912687,0.058,-0.7797331,19,-0.003355,1872.34,34399,330,70,0.061,0.016,1067,94,22,1.78,58.8,-13.7,-3.28,0.000304,0.000507,0.001116,0.004183,0.008681,0.017184,0.02718,0.035583,0.0025,-7.98,-5594
4/30/2014,0.0157127,0.018,0.0239,0.02,0.115,311,0.062,55.7,56.6,61,0.7,403,0.018,0.04,2944178,0.053,-0.7744157,21,-0.003332,1883.95,40298,345,74.7,0.063,-0.025,1090,94.8,24,1.7,57.3,-11.1,-3.28,0.000253,0.000406,0.001015,0.004104,0.008508,0.016757,0.026459,0.034593,0.0025,-9.18,-27153
5/31/2014,0.0162366,0.02,0.0268,0.021,0.115,202,0.063,56,55.7,58.5,0,451,0.018,0.11,2943337,0.055,-0.7999636,21,-0.003334,1923.57,52961,312,73.7,0.065,-0.006,1018,96.2,24,1.64,57.9,-11.1,-3.28,0.000304,0.000456,0.000913,0.00373,0.00773,0.015391,0.024759,0.033277,0.0025,-13.18,53736
6/30/2014,0.0156354,0.019,0.0258,0.021,-0.047,333,0.061,56.8,55,58.6,0.6,418,0.018,0.13,2980630,0.063,-0.8016724,21,-0.003332,1960.23,31434,308,73.5,0.065,0.052,1010,95.4,23,1.6,56.8,-11.1,-3.28,0.000203,0.000609,0.000964,0.004567,0.008669,0.016299,0.025304,0.033599,0.0025,-13.18,-19400
7/31/2014,0.0161032,0.019,0.0232,0.021,-0.047,243,0.062,56.9,55.1,58.1,0.2,402,0.018,0.3,2977593,0.065,-0.7596511,22,-0.003335,1930.67,46887,303,71.8,0.066,-0.029,1076,96,25,1.63,57.4,-10.7,-3.28,0.000203,0.000456,0.001116,0.005276,0.009907,0.017529,0.025578,0.033167,0.0025,-10.66,91787
8/31/2014,0.0153975,0.017,0.0206,0.022,-0.047,181,0.061,58,56.3,57.7,0.7,456,0.018,-0.23,3012146,0.061,-0.7350204,19,-0.003343,2003.37,40010,303,71.3,0.062,0.011,1047,95.9,29,1.77,60.1,-10.7,-3.28,0.000203,0.000456,0.000812,0.004882,0.009288,0.01625,0.023431,0.030792,0.0025,-10.83,44343
9/30/2014,0.0155485,0.017,0.0193,0.02,-0.013,307,0.059,57.3,55.7,55.1,0,470,0.018,0.02,3023574,0.06,-0.6812466,17,-0.003253,1972.29,30477,290,75.4,0.06,0.015,1077,95.3,24,1.97,58.9,-10.7,-3.28,0.000152,0.000304,0.000964,0.00567,0.010376,0.017566,0.024888,0.031967,0.0025,-10.83,-138378
10/31/2014,0.0147091,0.018,0.0207,0.02,-0.013,240,0.057,55.8,56.2,52,0.6,476,0.018,0.04,2963544,0.059,-0.6500851,21,-0.0031,2018.05,51183,280,79.6,0.055,-0.051,1094,96,27,1.97,59.8,-10.5,-3.28,0.000051,0.000456,0.000913,0.004914,0.009207,0.016095,0.023353,0.030662,0.0025,-9.96,20607
11/30/2014,0.0139258,0.017,0.0198,0.021,-0.013,284,0.058,58.2,56.3,54.5,0.5,442,0.018,0.25,2972281,0.054,-0.6581283,20,-0.003112,2067.56,35940,291,79.9,0.058,-0.029,1059,97.8,25,1.9,61.6,-10.5,-3.28,0.000101,0.000659,0.001167,0.004685,0.008482,0.014805,0.02164,0.028888,0.0025,-12.23,-24267
12/31/2014,0.0135635,0.016,0.0202,0.018,0.059,278,0.056,57.2,55.7,51.1,0,497,0.023,0.08,2959985,0.059,-0.5811179,22,-0.003132,2058.9,32640,285,86.4,0.059,0.032,1072,100.3,28,1.96,58.2,-10.5,-2.73,0.000355,0.001167,0.002132,0.006645,0.010701,0.016528,0.021712,0.027518,0.0025,-12.23,-43883
1/31/2015,0.012097,0.016,0.0211,0.021,0.059,196,0.057,56.2,53.9,47.3,0,515,0.023,-0.26,2942149,0.057,-0.5123264,19,-0.003152,1994.99,53041,281,91,0.059,-0.014,1049,97.7,25,1.91,54.3,-5.5,-2.73,0,0.000456,0.00137,0.004488,0.007355,0.011548,0.016407,0.022222,0.0025,-10.51,40420
2/28/2015,0.0127748,0.017,0.0196,0.019,0.059,269,0.055,57.6,53,50.9,0.2,540,0.023,-0.47,2939764,0.052,-0.5369077,18,-0.003161,2104.5,50579,317,88,0.062,-0.014,1127,98.1,25,1.88,53.9,-5.5,-2.73,0.000101,0.000659,0.001878,0.006184,0.009973,0.014988,0.01993,0.025903,0.0025,-10.18,-23832
3/31/2015,0.0128084,0.018,0.0191,0.022,0.024,94,0.054,58.4,52.1,53.6,0.3,480,0.023,-0.01,2907735,0.047,-0.5464224,15,-0.003185,2067.89,36594,269,85.3,0.06,0.01,1072,95.7,22,1.8,52.6,-5.5,-2.73,0.000203,0.001323,0.002291,0.005551,0.008791,0.013701,0.019231,0.025359,0.0025,-10.18,138968
4/30/2015,0.0129437,0.018,0.0199,0.023,0.024,277,0.054,57.5,51.9,50.4,0.1,502,0.023,-0.01,2961368,0.049,-0.5533287,16,-0.003222,2085.51,61582,269,88.8,0.059,-0.006,1166,96.5,25,1.73,52.8,-5.3,-2.73,0,0.000356,0.00224,0.00567,0.009003,0.014254,0.020317,0.027404,0.0025,-11.58,173495
5/31/2015,0.012472,0.017,0.0178,0.023,0.024,337,0.056,56.7,52.9,53.7,0.4,502,0.023,-0.35,2993796,0.046,-0.5478814,17,-0.003242,2107.39,41034,275,84.2,0.056,-0.026,1272,97.9,25,1.63,53.3,-5.3,-2.73,0,0.00061,0.002444,0.006053,0.009247,0.014853,0.021214,0.028818,0.0025,-11.58,162908
6/30/2015,0.0125416,0.018,0.0185,0.021,0.016,156,0.053,55.7,52.5,52.3,0.1,480,0.023,-0.13,3021643,0.045,-0.5379987,18,-0.003039,2063.11,44842,275,87.8,0.055,0.019,1379,94.6,24,1.65,54.4,-5.3,-2.73,0.000051,0.001119,0.002648,0.006427,0.01004,0.016479,0.023531,0.031236,0.0025,-11.58,143833
7/31/2015,0.0117895,0.018,0.0195,0.021,0.016,294,0.052,60.1,52,52.5,0.7,506,0.023,0.33,2985860,0.035,-0.5059741,17,-0.002711,2103.84,105696,270,84.1,0.054,-0.005,1140,95.7,26,1.68,52.9,-7,-2.73,0.00061,0.001424,0.003108,0.006606,0.00972,0.015287,0.021801,0.029061,0.0025,-10.99,119643
8/31/2015,0.0122125,0.018,0.0198,0.022,0.016,141,0.051,58.6,50.2,51.1,0.1,518,0.023,-0.27,3011925,0.034,-0.4186978,15,-0.00275,1972.18,41186,279,83.4,0.057,-0.006,1165,95.7,26,1.63,51.5,-7,-2.73,0,0.00229,0.003772,0.007375,0.010511,0.015478,0.022179,0.029619,0.0025,-9.42,142318
9/30/2015,0.0123212,0.019,0.0211,0.023,0.014,135,0.05,56.1,50.1,48.4,-0.1,456,0.023,-0.13,3007185,0.026,-0.4107501,14,-0.00267,1920.03,58877,272,78.2,0.058,0.003,1144,96,27,1.75,50.4,-7,-2.73,-0.000203,0.000661,0.003108,0.006289,0.009007,0.013572,0.020368,0.028538,0.0025,-9.42,27870
10/31/2015,0.0117798,0.019,0.0228,0.025,0.014,319,0.05,56.9,49.1,48.3,-0.2,482,0.023,-0.26,2970314,0.027,-0.4803447,15,-0.002256,2079.36,50504,275,82.1,0.055,0.003,1160,96,27,1.78,52.1,7.4,-2.73,0.000712,0.002239,0.00321,0.00724,0.010232,0.015185,0.021421,0.029222,0.0025,-7.89,18175
11/30/2015,0.011967,0.02,0.0251,0.024,0.014,226,0.051,56.1,49.1,48.8,0.4,504,0.023,-0.35,3003293,0.026,-0.4624657,18,-0.002306,2080.41,30953,265,82.9,0.059,-0.022,1244,94.5,25,1.77,50.1,7.4,-2.73,0.001678,0.003871,0.004795,0.009304,0.012203,0.016446,0.02206,0.029723,0.0025,-7.93,-68276
12/31/2015,0.011917,0.021,0.0254,0.025,0.017,273,0.05,55.3,48.7,50.6,0.4,546,0.027,-0.29,3008473,0.018,-0.374434,20,-0.002195,2043.94,23622,276,82.7,0.056,-0.03,1211,95.2,25,1.77,49,7.4,-2.59,0.001627,0.004738,0.005972,0.010477,0.013069,0.017598,0.022694,0.030158,0.005,-7.93,-104896
1/31/2016,0.0140624,0.022,0.0261,0.025,0.017,113,0.048,53.8,47.6,47,-0.3,505,0.027,0.07,2955765,0.014,-0.3015877,16,-0.001664,1940.24,75114,282,82.7,0.061,0.028,1171,93.9,25,1.73,49.9,8.2,-2.59,0.003103,0.004228,0.004487,0.007737,0.009663,0.01328,0.019209,0.027438,0.005,-6.25,-119757
2/29/2016,0.0146589,0.023,0.0286,0.024,0.017,215,0.049,52.8,49.2,45.9,1.1,517,0.027,-0.22,2941048,0.009,-0.3226304,14,-0.001719,1932.23,61599,269,81.9,0.057,-0.012,1172,92.9,23,1.75,52.1,8.2,-2.59,0.003154,0.004687,0.005972,0.007737,0.008921,0.012123,0.017347,0.026156,0.005,-8.22,-48207
3/31/2016,0.0145745,0.022,0.0281,0.024,-0.016,255,0.05,55.4,51,50.6,-0.5,532,0.027,-0.35,2946666,0.007,-0.3876235,17,-0.001638,2059.74,44207,271,81.5,0.061,-0.007,1118,92.6,25,1.68,54.7,8.2,-2.59,0.001983,0.003758,0.005804,0.007211,0.008524,0.012048,0.017687,0.026119,0.005,-8.22,-113711
4/30/2016,0.0151994,0.021,0.0274,0.026,-0.016,190,0.051,55.2,51.3,53.9,0.4,576,0.027,-0.11,2926366,0.006,-0.3884357,16,-0.001282,2065.3,64141,278,77.6,0.065,0.009,1160,93.6,25,1.62,55.8,11.6,-2.59,0.002085,0.003809,0.005497,0.007816,0.009341,0.01294,0.018333,0.026781,0.005,-10.11,-96084
5/31/2016,0.0156873,0.022,0.0291,0.024,-0.016,45,0.048,54.1,51.4,55,0.4,571,0.027,-0.35,2903709,0.002,-0.3760827,16,-0.001315,2096.96,30157,263,84.9,0.068,-0.03,1205,93.8,23,1.58,55.1,11.6,-2.59,0.002849,0.004471,0.006725,0.00877,0.010311,0.013718,0.018458,0.026479,0.005,-7.85,-192797
6/30/2016,0.015524,0.022,0.03,0.026,0.012,251,0.049,55.8,52.2,55.9,1,557,0.027,0.12,2912055,-0.002,-0.3451934,16,-0.001319,2098.86,38536,262,82.4,0.069,-0.001,1208,94.5,26,1.62,56.3,11.6,-2.59,0.002587,0.003504,0.004323,0.005817,0.006931,0.009997,0.014697,0.022847,0.005,-7.85,13931
7/31/2016,0.0159933,0.022,0.0282,0.028,0.012,363,0.048,56.2,52.7,52.6,-0.6,628,0.027,0.04,2898112,0.005,-0.3504435,14,-0.001409,2173.6,45346,266,77.8,0.07,0.007,1198,94.6,25,1.62,55.9,8.5,-2.59,0.002536,0.003657,0.004884,0.006554,0.007473,0.010237,0.014531,0.021827,0.005,-6.83,-6907
8/31/2016,0.0169696,0.023,0.0303,0.025,0.012,149,0.049,52.6,49.8,52,0.3,575,0.027,-0.19,2866110,0.005,-0.3428821,15,-0.0014,2170.95,32188,261,78.7,0.073,0.029,1201,94.4,28,1.38,51.2,8.5,-2.59,0.003298,0.004573,0.005906,0.008053,0.00922,0.011977,0.0158,0.02232,0.005,-3.77,65585
9/30/2016,0.0168526,0.022,0.028,0.026,0.004,297,0.05,55.4,51.1,52.8,0.1,558,0.027,-0.09,2823541,0.008,-0.320256,18,-0.001515,2168.27,44324,245,82.7,0.072,-0.032,1303,94.1,27,1.42,53.4,8.5,-2.59,0.002739,0.004318,0.005854,0.007619,0.00875,0.011492,0.015944,0.023154,0.005,-3.77,56487
10/31/2016,0.0178241,0.021,0.0246,0.028,0.004,108,0.049,54.3,51.8,54.8,0.2,575,0.027,-0.05,2806250,0.003,-0.3608953,15,-0.001742,2126.15,30740,265,76.8,0.074,-0.004,1254,94.9,27,1.48,54.2,1.5,-2.59,0.002993,0.004929,0.006417,0.008409,0.009892,0.013067,0.018255,0.025798,0.005,-4.93,24489
11/30/2016,0.0171886,0.021,0.0236,0.026,0.004,119,0.047,56.4,53.2,54.6,-0.3,571,0.027,-0.21,2802652,0.002,-0.4202992,19,-0.001718,2198.81,26936,255,85.2,0.072,0.003,1230,98.4,24,1.51,55.5,1.5,-2.59,0.004771,0.006051,0.007748,0.01113,0.013925,0.01842,0.023809,0.030337,0.005,-1.56,-13462
12/31/2016,0.0177009,0.022,0.0248,0.027,0.016,222,0.047,55.8,54.4,56.3,1,561,0.018,0.4,2858943,0.009,-0.4563807,24,-0.001659,2238.83,33627,244,89.5,0.069,0.002,1248,105.8,29,1.49,59,1.5,-3.05,0.004974,0.006101,0.008106,0.011883,0.01451,0.019274,0.024443,0.030651,0.0075,-1.56,-32189
1/31/2017,0.0186334,0.023,0.0248,0.024,0.016,226,0.047,57,55.7,57.2,0.8,573,0.018,-0.11,2854832,0.02,-0.4749855,21,-0.001539,2278.87,45934,241,90.3,0.064,0.017,1303,105.9,27,1.52,59.8,1.4,-3.05,0.005127,0.006306,0.007593,0.012044,0.014617,0.019129,0.024531,0.030612,0.0075,0.85,31304
2/28/2017,0.0186727,0.022,0.0254,0.027,0.016,212,0.046,56.6,57.7,57.9,-0.1,587,0.018,-0.09,2850153,0.027,-0.4700526,20,-0.001529,2363.64,36957,221,86.5,0.063,0.003,1234,105.3,26,1.54,64.5,1.4,-3.05,0.006042,0.007378,0.008208,0.012601,0.015185,0.019294,0.023899,0.029952,0.0075,3.16,-29719
3/31/2017,0.0167865,0.02,0.0202,0.026,0.034,128,0.044,56.2,56.5,54.4,0.7,632,0.018,0.01,2883738,0.032,-0.4594319,20,-0.001791,2362.72,43310,216,86.5,0.063,0.007,1272,104.7,29,1.51,61.7,1.4,-3.05,0.007516,0.008961,0.010164,0.01254,0.01489,0.019212,0.023874,0.030095,0.01,3.16,-25426
4/30/2017,0.0163682,0.019,0.018,0.025,0.034,197,0.044,57.2,55.8,58.3,0.4,598,0.018,0.33,2894505,0.031,-0.486464,18,-0.002241,2384.2,36602,232,87,0.061,0.003,1251,104.5,27,1.45,57.4,-2.8,-3.05,0.007923,0.009677,0.010576,0.012619,0.01443,0.018142,0.022802,0.029508,0.01,2.48,18976
5/31/2017,0.0154553,0.017,0.0158,0.025,0.034,216,0.044,57.4,56.4,49.6,-0.3,635,0.018,-0.01,2913718,0.035,-0.5308392,21,-0.002193,2411.8,33092,253,87.7,0.06,-0.002,1208,104.5,28,1.41,61.5,-2.8,-3.05,0.009706,0.010651,0.011503,0.012818,0.014322,0.017516,0.022028,0.028634,0.01,3.92,-10999
6/30/2017,0.0157644,0.017,0.0142,0.025,0.023,199,0.043,56.8,56.2,53.6,0.6,619,0.018,0.16,2985481,0.039,-0.5578387,19,-0.002306,2423.41,31105,256,83.8,0.056,-0.016,1353,103.6,30,1.4,60.4,-2.8,-3.05,0.010113,0.011316,0.012275,0.013817,0.015461,0.018884,0.023037,0.028348,0.0125,3.92,-141958
7/31/2017,0.0150311,0.017,0.0139,0.026,0.023,184,0.043,55.4,56.5,56.3,0,572,0.018,-0.17,3002144,0.038,-0.5712536,23,-0.002512,2470.3,28307,245,80.5,0.056,0.015,1256,105.2,28,1.59,60.9,-3.9,-3.05,0.010724,0.011316,0.01212,0.013491,0.015081,0.018356,0.022942,0.028999,0.0125,4.14,-245506
8/31/2017,0.0143359,0.017,0.0146,0.026,0.023,135,0.044,55.8,58.4,58,0.5,556,0.018,-0.01,3019397,0.043,-0.5473042,20,-0.002479,2471.65,33825,247,87.7,0.054,0.005,1319,105.3,32,1.44,60.7,-3.9,-3.05,0.00991,0.010677,0.012171,0.013255,0.014267,0.01702,0.02117,0.027262,0.0125,0.84,-130449
9/30/2017,0.0142259,0.017,0.0168,0.028,0.019,92,0.043,58.1,60,64.7,0.8,637,0.018,0.18,3046423,0.044,-0.5662777,19,-0.002495,2519.36,32346,260,84.4,0.053,0.037,1273,103,27,1.49,64.8,-3.9,-3.05,0.010405,0.011855,0.012892,0.014827,0.016225,0.01936,0.023336,0.028601,0.0125,0.84,-182897
10/31/2017,0.0154101,0.018,0.019,0.023,0.019,147,0.042,60.4,58.6,61.1,0,626,0.018,0.53,3038432,0.058,-0.5983289,22,-0.002502,2575.26,29831,241,90.5,0.052,0.001,1356,103.8,27,1.53,63.7,-8.5,-3.05,0.011312,0.01278,0.014209,0.015997,0.017257,0.020165,0.023793,0.028794,0.0125,0.4,-239716
11/30/2017,0.0154538,0.017,0.0172,0.024,0.019,229,0.042,57.1,57.6,59.2,1.5,711,0.018,0.23,3047684,0.061,-0.6144397,23,-0.002487,2647.58,35038,243,88.9,0.048,0,1299,107.5,26,1.55,63.2,-8.5,-3.05,0.01256,0.014372,0.016073,0.01782,0.018919,0.021375,0.024097,0.028269,0.0125,0.17,-246433
12/31/2017,0.0157687,0.018,0.0171,0.027,0.024,146,0.041,56.3,59.7,61.2,0.6,630,0.025,0.21,3021289,0.062,-0.6240625,22,-0.002677,2673.61,32423,248,84.3,0.049,-0.002,1311,104.9,27,1.53,66.8,-8.5,-3.4,0.013757,0.01527,0.017316,0.01883,0.019707,0.022064,0.024054,0.027399,0.015,0.17,-191429
1/31/2018,0.0163204,0.018,0.0176,0.028,0.024,146,0.04,60,59.4,61.7,-0.5,590,0.025,-0.23,3025996,0.063,-0.6083555,23,-0.003006,2823.81,44653,228,86.3,0.044,0,1317,106.9,29,1.57,66.5,-10,-3.4,0.014551,0.016483,0.018816,0.021406,0.022832,0.025139,0.02705,0.029348,0.015,5.1,-329066
2/28/2018,0.0164422,0.018,0.0179,0.026,0.024,387,0.041,58.5,60.9,62.4,0.6,618,0.025,0.46,3074405,0.067,-0.5372401,24,-0.002975,2713.83,35369,216,90,0.042,0.03,1321,107.6,29,1.59,64.9,-10,-3.4,0.016518,0.018469,0.020564,0.0225,0.024065,0.026401,0.028606,0.031242,0.015,9.1,-104947
3/31/2018,0.0190918,0.021,0.0235,0.029,0.011,226,0.04,58.2,58.8,61.5,-0.2,679,0.025,0.09,3090936,0.065,-0.4810608,25,-0.002957,2640.87,60357,232,88.8,0.041,-0.022,1385,104.7,26,1.56,61.6,-10,-3.4,0.017001,0.019137,0.020822,0.022661,0.023831,0.02562,0.027389,0.029737,0.0175,9.1,-113227
4/30/2018,0.0188422,0.021,0.0233,0.028,0.011,146,0.04,57.6,58.6,62.3,0.6,642,0.025,0.39,3058704,0.068,-0.5215241,22,-0.002931,2648.05,36081,209,88.4,0.038,0.017,1378,104.8,29,1.48,62.7,-11.3,-3.4,0.017996,0.020014,0.022339,0.024879,0.026263,0.027972,0.029531,0.031237,0.0175,12.56,-69264
5/31/2018,0.019809,0.022,0.0253,0.029,0.011,329,0.038,58,59,63.9,1,662,0.025,-0.16,3032436,0.07,-0.5412062,26,-0.002931,2705.27,31517,222,89.1,0.038,0.021,1338,107.8,30,1.42,62.7,-11.3,-3.4,0.018946,0.020768,0.022231,0.024274,0.025502,0.026962,0.028586,0.030253,0.0175,10.24,62892
6/30/2018,0.0193623,0.023,0.0262,0.03,0.02,213,0.04,58.5,59.9,61.1,-0.8,636,0.025,0.23,3038415,0.071,-0.5117824,24,-0.002889,2718.37,37202,228,86.3,0.041,0.017,1345,107.2,29,1.41,64.6,-11.3,-3.4,0.019123,0.021049,0.023119,0.025282,0.02622,0.027378,0.028601,0.02989,0.02,10.24,23451
